	=subtotal(109,B3:B3)										Total	Unique	Corrected	
3347.0	1	sp|Q8K3K8|OPTN_MOUSE	 	8.2	584	67017	Optineurin OS=Mus musculus OX=10090 GN=Optn PE=1 SV=1	4	4	1.000	4	4	4.000	 
3348.0	1	sp|Q8K3W0|BABA2_MOUSE	 	17.0	383	43544	BRISC and BRCA1-A complex member 2 OS=Mus musculus OX=10090 GN=Babam2 PE=1 SV=2	7	7	1.000	7	7	7.000	 
3349.0	1	sp|Q8K3X4|I2BPL_MOUSE	 	11.9	775	80564	Interferon regulatory factor 2-binding protein-like OS=Mus musculus OX=10090 GN=Irf2bpl PE=1 SV=1	7	4	0.571	7	4	4.923	sp|E9Q1P8|I2BP2_MOUSE, sp|Q8K3X4|I2BPL_MOUSE
3350.0	1	sp|Q8K3Z9|PO121_MOUSE	 	5.7	1200	121020	Nuclear envelope pore membrane protein POM 121 OS=Mus musculus OX=10090 GN=Pom121 PE=1 SV=2	4	4	1.000	4	4	4.000	 
3351.0	1	sp|Q8K400|STXB5_MOUSE	 	19.3	1152	127649	Syntaxin-binding protein 5 OS=Mus musculus OX=10090 GN=Stxbp5 PE=1 SV=3	18	18	1.000	18	18	18.000	 
3352.0	1	sp|Q8K409|DPOLB_MOUSE	 	9.0	335	38287	DNA polymerase beta OS=Mus musculus OX=10090 GN=Polb PE=1 SV=3	2	2	1.000	2	2	2.000	 
3353.0	1	sp|Q8K411|PREP_MOUSE	 	33.7	1036	117370	Presequence protease, mitochondrial OS=Mus musculus OX=10090 GN=Pitrm1 PE=1 SV=1	38	38	1.000	38	38	38.000	 
3354.0	1	sp|Q8K482|EMIL2_MOUSE	 	17.6	1074	117309	EMILIN-2 OS=Mus musculus OX=10090 GN=Emilin2 PE=1 SV=1	16	16	1.000	16	16	16.000	 
3355.0	1	sp|Q8K4B0|MTA1_MOUSE	 	18.9	715	80797	Metastasis-associated protein MTA1 OS=Mus musculus OX=10090 GN=Mta1 PE=1 SV=1	13	10	0.769	13	10	11.458	sp|Q8K4B0|MTA1_MOUSE, sp|Q924K8|MTA3_MOUSE, sp|Q9R190|MTA2_MOUSE
3356.0	1	sp|Q8K4B2|IRAK3_MOUSE	 	25.9	609	68455	Interleukin-1 receptor-associated kinase 3 OS=Mus musculus OX=10090 GN=Irak3 PE=1 SV=2	18	18	1.000	18	18	18.000	 
3357.0	1	sp|Q8K4F5|ABHDB_MOUSE	 	10.7	307	33560	Protein ABHD11 OS=Mus musculus OX=10090 GN=Abhd11 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3358.0	1	sp|Q8K4F6|NSUN5_MOUSE	 	10.8	465	51029	Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Mus musculus OX=10090 GN=Nsun5 PE=2 SV=2	4	4	1.000	4	4	4.000	 
3359.0	1	sp|Q8K4I3|ARHG6_MOUSE	 	39.6	771	87051	Rho guanine nucleotide exchange factor 6 OS=Mus musculus OX=10090 GN=Arhgef6 PE=1 SV=1	34	30	0.882	34	30	32.553	sp|Q8K4I3|ARHG6_MOUSE, sp|Q9ES28|ARHG7_MOUSE
3360.0	1	sp|Q8K4L0|DDX54_MOUSE	 	9.5	874	97747	ATP-dependent RNA helicase DDX54 OS=Mus musculus OX=10090 GN=Ddx54 PE=1 SV=1	7	7	1.000	7	7	7.000	 
3361.0	1	sp|Q8K4L3|SVIL_MOUSE	 	16.3	2170	243159	Supervillin OS=Mus musculus OX=10090 GN=Svil PE=1 SV=1	34	34	1.000	34	34	34.000	 
3362.0	1	sp|Q8K4M5|COMD1_MOUSE	 	13.3	188	20996	COMM domain-containing protein 1 OS=Mus musculus OX=10090 GN=Commd1 PE=1 SV=2	3	3	1.000	3	3	3.000	 
3363.0	1	sp|Q8K4P0|WDR33_MOUSE	 	1.7	1330	145266	pre-mRNA 3' end processing protein WDR33 OS=Mus musculus OX=10090 GN=Wdr33 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3364.0	1	sp|Q8K4R9|DLGP5_MOUSE	 	3.5	808	90195	Disks large-associated protein 5 OS=Mus musculus OX=10090 GN=Dlgap5 PE=1 SV=2	2	2	1.000	2	2	2.000	 
3365.0	1	sp|Q8K4X7|PLCD_MOUSE	 	6.1	378	43810	1-acyl-sn-glycerol-3-phosphate acyltransferase delta OS=Mus musculus OX=10090 GN=Agpat4 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3366.0	1	sp|Q8K4Z3|NNRE_MOUSE	 	36.5	282	30972	NAD(P)H-hydrate epimerase OS=Mus musculus OX=10090 GN=Naxe PE=1 SV=1	16	16	1.000	16	16	16.000	 
3367.0	1	sp|Q8K4Z5|SF3A1_MOUSE	 	29.7	791	88544	Splicing factor 3A subunit 1 OS=Mus musculus OX=10090 GN=Sf3a1 PE=1 SV=1	37	37	1.000	37	37	37.000	 
3368.0	1	sp|Q8K5B2|MCFD2_MOUSE	 	11.7	145	16168	Multiple coagulation factor deficiency protein 2 homolog OS=Mus musculus OX=10090 GN=Mcfd2 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3369.0	1	sp|Q8N7N5|DCAF8_MOUSE	 	10.2	591	66031	DDB1- and CUL4-associated factor 8 OS=Mus musculus OX=10090 GN=Dcaf8 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3370.0	1	sp|Q8N9S3|AHSA2_MOUSE	 	10.6	331	37648	Activator of 90 kDa heat shock protein ATPase homolog 2 OS=Mus musculus OX=10090 GN=Ahsa2 PE=1 SV=2	3	3	1.000	3	3	3.000	 
3371.0	1	sp|Q8QZS1|HIBCH_MOUSE	 	36.4	385	43037	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Mus musculus OX=10090 GN=Hibch PE=1 SV=1	17	17	1.000	17	17	17.000	 
3372.0	1	sp|Q8QZS3|FLCN_MOUSE	 	4.3	579	64327	Folliculin OS=Mus musculus OX=10090 GN=Flcn PE=1 SV=1	3	3	1.000	3	3	3.000	 
3373.0	1	sp|Q8QZT1|THIL_MOUSE	 	38.9	424	44816	Acetyl-CoA acetyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Acat1 PE=1 SV=1	29	29	1.000	29	29	29.000	 
3374.0	1	sp|Q8QZV7|INT13_MOUSE	 	13.0	732	82779	Integrator complex subunit 13 OS=Mus musculus OX=10090 GN=IntS13 PE=1 SV=2	10	10	1.000	10	10	10.000	 
3375.0	1	sp|Q8QZX2|HAUS3_MOUSE	 	5.3	570	66308	HAUS augmin-like complex subunit 3 OS=Mus musculus OX=10090 GN=Haus3 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3376.0	1	sp|Q8QZY1|EIF3L_MOUSE	 	31.9	564	66612	Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus OX=10090 GN=Eif3l PE=1 SV=1	26	26	1.000	26	26	26.000	 
3377.0	1	sp|Q8QZY9|SF3B4_MOUSE	 	11.6	424	44355	Splicing factor 3B subunit 4 OS=Mus musculus OX=10090 GN=Sf3b4 PE=1 SV=1	7	7	1.000	7	7	7.000	 
3378.0	1	sp|Q8QZZ7|TPRKB_MOUSE	 	18.9	175	19556	EKC/KEOPS complex subunit Tprkb OS=Mus musculus OX=10090 GN=Tprkb PE=1 SV=1	3	3	1.000	3	3	3.000	 
3379.0	1	sp|Q8QZZ8|RAB38_MOUSE	 	13.7	211	23776	Ras-related protein Rab-38 OS=Mus musculus OX=10090 GN=Rab38 PE=1 SV=1	3	2	0.667	3	2	2.143	sp|Q8QZZ8|RAB38_MOUSE, sp|Q9CZE3|RAB32_MOUSE
3380.0	1	sp|Q8R001|MARE2_MOUSE	 	13.5	326	36946	Microtubule-associated protein RP/EB family member 2 OS=Mus musculus OX=10090 GN=Mapre2 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3381.0	1	sp|Q8R003|MBNL3_MOUSE	 	7.0	342	37570	Muscleblind-like protein 3 OS=Mus musculus OX=10090 GN=Mbnl3 PE=2 SV=1	4	1	0.250	4	1	1.600	sp|Q8C181|MBNL2_MOUSE, sp|Q8R003|MBNL3_MOUSE
3382.0	1	sp|Q8R010|AIMP2_MOUSE	 	25.6	320	35377	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Mus musculus OX=10090 GN=Aimp2 PE=1 SV=2	13	13	1.000	13	13	13.000	 
3383.0	1	sp|Q8R015|BL1S5_MOUSE	 	13.0	185	21283	Biogenesis of lysosome-related organelles complex 1 subunit 5 OS=Mus musculus OX=10090 GN=Bloc1s5 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3384.0	1	sp|Q8R016|BLMH_MOUSE	 	42.4	455	52511	Bleomycin hydrolase OS=Mus musculus OX=10090 GN=Blmh PE=1 SV=1	28	28	1.000	28	28	28.000	 
3385.0	1	sp|Q8R035|ICT1_MOUSE	 	21.4	206	23477	Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl58 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3386.0	1	sp|Q8R050|ERF3A_MOUSE	 	43.1	636	68625	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Mus musculus OX=10090 GN=Gspt1 PE=1 SV=2	34	20	0.588	34	20	32.727	sp|Q149F3|ERF3B_MOUSE, sp|Q8R050|ERF3A_MOUSE
3387.0	1	sp|Q8R059|GALE_MOUSE	 	12.4	347	38224	UDP-glucose 4-epimerase OS=Mus musculus OX=10090 GN=Gale PE=1 SV=1	4	4	1.000	4	4	4.000	 
3388.0	1	sp|Q8R060|ZWILC_MOUSE	 	9.7	589	66839	Protein zwilch homolog OS=Mus musculus OX=10090 GN=Zwilch PE=1 SV=1	6	6	1.000	6	6	6.000	 
3389.0	1	sp|Q8R081|HNRPL_MOUSE	 	35.0	586	63963	Heterogeneous nuclear ribonucleoprotein L OS=Mus musculus OX=10090 GN=Hnrnpl PE=1 SV=2	59	59	1.000	59	59	59.000	 
3390.0	1	sp|Q8R086|SUOX_MOUSE	 	9.2	546	60755	Sulfite oxidase, mitochondrial OS=Mus musculus OX=10090 GN=Suox PE=1 SV=2	3	3	1.000	3	3	3.000	 
3391.0	1	sp|Q8R087|B4GT7_MOUSE	 	5.8	327	37754	Beta-1,4-galactosyltransferase 7 OS=Mus musculus OX=10090 GN=B4galt7 PE=2 SV=1	3	3	1.000	3	3	3.000	 
3392.0	1	sp|Q8R088|GLP3L_MOUSE	 	18.2	285	32905	Golgi phosphoprotein 3-like OS=Mus musculus OX=10090 GN=Golph3l PE=1 SV=1	7	5	0.714	7	5	5.909	sp|Q8R088|GLP3L_MOUSE, sp|Q9CRA5|GOLP3_MOUSE
3393.0	1	sp|Q8R0A0|T2FB_MOUSE	 	47.4	249	28381	General transcription factor IIF subunit 2 OS=Mus musculus OX=10090 GN=Gtf2f2 PE=1 SV=1	9	9	1.000	9	9	9.000	 
3394.0	1	sp|Q8R0A7|K0513_MOUSE	 	8.8	407	46318	Uncharacterized protein KIAA0513 OS=Mus musculus OX=10090 GN=Kiaa0513 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3395.0	1	sp|Q8R0F3|SUMF1_MOUSE	 	17.5	372	40659	Formylglycine-generating enzyme OS=Mus musculus OX=10090 GN=Sumf1 PE=1 SV=2	4	4	1.000	4	4	4.000	 
3396.0	1	sp|Q8R0F6|ILKAP_MOUSE	 	6.6	392	42774	Integrin-linked kinase-associated serine/threonine phosphatase 2C OS=Mus musculus OX=10090 GN=Ilkap PE=1 SV=1	3	3	1.000	3	3	3.000	 
3397.0	1	sp|Q8R0F8|FAHD1_MOUSE	 	10.6	227	25172	Acylpyruvase FAHD1, mitochondrial OS=Mus musculus OX=10090 GN=Fahd1 PE=1 SV=2	2	2	1.000	2	2	2.000	 
3398.0	1	sp|Q8R0G7|SPNS1_MOUSE	 	4.2	528	56708	Protein spinster homolog 1 OS=Mus musculus OX=10090 GN=Spns1 PE=2 SV=1	3	3	1.000	3	3	3.000	 
3399.0	1	sp|Q8R0G9|NU133_MOUSE	 	23.4	1155	128619	Nuclear pore complex protein Nup133 OS=Mus musculus OX=10090 GN=Nup133 PE=1 SV=2	31	31	1.000	31	31	31.000	 
3400.0	1	sp|Q8R0H9|GGA1_MOUSE	 	11.0	635	69971	ADP-ribosylation factor-binding protein GGA1 OS=Mus musculus OX=10090 GN=Gga1 PE=1 SV=1	11	10	0.909	11	10	10.625	sp|Q6P5E6|GGA2_MOUSE, sp|Q8BMI3|GGA3_MOUSE, sp|Q8R0H9|GGA1_MOUSE
3401.0	1	sp|Q8R0J7|VP37B_MOUSE	 	9.8	285	31055	Vacuolar protein sorting-associated protein 37B OS=Mus musculus OX=10090 GN=Vps37b PE=1 SV=1	2	2	1.000	2	2	2.000	 
3402.0	1	sp|Q8R0S2|IQEC1_MOUSE	 	10.0	961	108014	IQ motif and SEC7 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Iqsec1 PE=1 SV=2	11	10	0.909	11	10	10.909	sp|Q5DU25|IQEC2_MOUSE, sp|Q8R0S2|IQEC1_MOUSE
3403.0	1	sp|Q8R0T6|AGRG3_MOUSE	 	8.3	542	60072	Adhesion G protein-coupled receptor G3 OS=Mus musculus OX=10090 GN=Adgrg3 PE=2 SV=3	4	4	1.000	4	4	4.000	 
3404.0	1	sp|Q8R0W0|EPIPL_MOUSE	 	1.3	6548	723301	Epiplakin OS=Mus musculus OX=10090 GN=Eppk1 PE=1 SV=2	4	1	0.250	4	1	1.010	sp|Q8R0W0|EPIPL_MOUSE, sp|Q9QXS1|PLEC_MOUSE
3405.0	1	sp|Q8R0X2|CACL1_MOUSE	 	8.0	377	42106	CDK2-associated and cullin domain-containing protein 1 OS=Mus musculus OX=10090 GN=Cacul1 PE=2 SV=1	3	3	1.000	3	3	3.000	 
3406.0	1	sp|Q8R0X7|SGPL1_MOUSE	 	33.8	568	63676	Sphingosine-1-phosphate lyase 1 OS=Mus musculus OX=10090 GN=Sgpl1 PE=1 SV=1	32	32	1.000	32	32	32.000	 
3407.0	1	sp|Q8R0Y6|AL1L1_MOUSE	 	6.3	902	98708	Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus OX=10090 GN=Aldh1l1 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3408.0	1	sp|Q8R143|PTTG_MOUSE	 	10.3	174	19965	Pituitary tumor-transforming gene 1 protein-interacting protein OS=Mus musculus OX=10090 GN=Pttg1ip PE=1 SV=1	3	3	1.000	3	3	3.000	 
3409.0	1	sp|Q8R146|APEH_MOUSE	 	28.3	732	81580	Acylamino-acid-releasing enzyme OS=Mus musculus OX=10090 GN=Apeh PE=1 SV=3	17	17	1.000	17	17	17.000	 
3410.0	1	sp|Q8R149|BUD13_MOUSE	 	7.1	637	72138	BUD13 homolog OS=Mus musculus OX=10090 GN=Bud13 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3411.0	1	sp|Q8R151|ZNFX1_MOUSE	 	12.4	1909	218826	NFX1-type zinc finger-containing protein 1 OS=Mus musculus OX=10090 GN=Znfx1 PE=1 SV=3	18	18	1.000	18	18	18.000	 
3412.0	1	sp|Q8R164|BPHL_MOUSE	 	28.5	291	32851	Valacyclovir hydrolase OS=Mus musculus OX=10090 GN=Bphl PE=1 SV=1	10	10	1.000	10	10	10.000	 
3413.0	1	sp|Q8R180|ERO1A_MOUSE	 	50.2	464	54084	ERO1-like protein alpha OS=Mus musculus OX=10090 GN=Ero1a PE=1 SV=2	57	54	0.947	57	54	56.613	sp|Q8R180|ERO1A_MOUSE, sp|Q8R2E9|ERO1B_MOUSE
3414.0	1	sp|Q8R1A4|DOCK7_MOUSE	 	7.3	2130	241436	Dedicator of cytokinesis protein 7 OS=Mus musculus OX=10090 GN=Dock7 PE=1 SV=3	13	11	0.846	13	11	12.175	sp|Q8C147|DOCK8_MOUSE, sp|Q8R1A4|DOCK7_MOUSE, sp|Q8VDR9|DOCK6_MOUSE
3415.0	1	sp|Q8R1B4|EIF3C_MOUSE	 	32.9	911	105530	Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus OX=10090 GN=Eif3c PE=1 SV=1	57	57	1.000	57	57	57.000	 
3416.0	1	sp|Q8R1F1|NIBL1_MOUSE	 	25.5	749	84818	Niban-like protein 1 OS=Mus musculus OX=10090 GN=Fam129b PE=1 SV=2	25	25	1.000	25	25	25.000	 
3417.0	1	sp|Q8R1F5|HYI_MOUSE	 	15.2	277	30448	Putative hydroxypyruvate isomerase OS=Mus musculus OX=10090 GN=Hyi PE=1 SV=2	5	5	1.000	5	5	5.000	 
3418.0	1	sp|Q8R1G6|PDLI2_MOUSE	 	28.9	349	37703	PDZ and LIM domain protein 2 OS=Mus musculus OX=10090 GN=Pdlim2 PE=1 SV=1	12	12	1.000	12	12	12.000	 
3419.0	1	sp|Q8R1I1|QCR9_MOUSE	 	37.5	64	7445	Cytochrome b-c1 complex subunit 9 OS=Mus musculus OX=10090 GN=Uqcr10 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3420.0	1	sp|Q8R1J9|TOR2A_MOUSE	 	9.0	321	35897	Torsin-2A OS=Mus musculus OX=10090 GN=Tor2a PE=1 SV=1	2	2	1.000	2	2	2.000	 
3421.0	1	sp|Q8R1K1|UBAC2_MOUSE	 	11.0	345	39056	Ubiquitin-associated domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ubac2 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3422.0	1	sp|Q8R1K4|AT2L2_MOUSE	 	11.6	467	51965	5-phosphohydroxy-L-lysine phospho-lyase OS=Mus musculus OX=10090 GN=Phykpl PE=1 SV=1	5	5	1.000	5	5	5.000	 
3423.0	1	sp|Q8R1N0|ZN830_MOUSE	 	17.6	363	40658	Zinc finger protein 830 OS=Mus musculus OX=10090 GN=Znf830 PE=1 SV=1	6	6	1.000	6	6	6.000	 
3424.0	1	sp|Q8R1N4|NUDC3_MOUSE	 	16.0	363	40890	NudC domain-containing protein 3 OS=Mus musculus OX=10090 GN=Nudcd3 PE=1 SV=3	8	8	1.000	8	8	8.000	 
3425.0	1	sp|Q8R1Q8|DC1L1_MOUSE	 	34.0	523	56614	Cytoplasmic dynein 1 light intermediate chain 1 OS=Mus musculus OX=10090 GN=Dync1li1 PE=1 SV=1	24	23	0.958	24	23	23.657	sp|Q6PDL0|DC1L2_MOUSE, sp|Q8R1Q8|DC1L1_MOUSE
3426.0	1	sp|Q8R1S0|COQ6_MOUSE	 	9.5	476	51392	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial OS=Mus musculus OX=10090 GN=Coq6 PE=1 SV=3	3	3	1.000	3	3	3.000	 
3427.0	1	sp|Q8R1S4|MTSS1_MOUSE	 	9.4	759	82407	Metastasis suppressor protein 1 OS=Mus musculus OX=10090 GN=Mtss1 PE=1 SV=1	8	8	1.000	8	8	8.000	 
3428.0	1	sp|Q8R1T1|CHMP7_MOUSE	 	4.9	451	50632	Charged multivesicular body protein 7 OS=Mus musculus OX=10090 GN=Chmp7 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3429.0	1	sp|Q8R1U1|COG4_MOUSE	 	16.4	785	88660	Conserved oligomeric Golgi complex subunit 4 OS=Mus musculus OX=10090 GN=Cog4 PE=1 SV=1	12	12	1.000	12	12	12.000	 
3430.0	1	sp|Q8R1V4|TMED4_MOUSE	 	19.8	227	26022	Transmembrane emp24 domain-containing protein 4 OS=Mus musculus OX=10090 GN=Tmed4 PE=1 SV=1	18	7	0.389	18	7	11.053	sp|Q8R1V4|TMED4_MOUSE, sp|Q99KF1|TMED9_MOUSE
3431.0	1	sp|Q8R1X6|SPART_MOUSE	 	6.4	671	72654	Spartin OS=Mus musculus OX=10090 GN=Spart PE=1 SV=1	4	4	1.000	4	4	4.000	 
3432.0	1	sp|Q8R1Z9|RN121_MOUSE	 	9.2	327	37986	RING finger protein 121 OS=Mus musculus OX=10090 GN=Rnf121 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3433.0	1	sp|Q8R238|SDSL_MOUSE	 	13.7	329	34732	Serine dehydratase-like OS=Mus musculus OX=10090 GN=Sdsl PE=1 SV=1	3	3	1.000	3	3	3.000	 
3434.0	1	sp|Q8R242|DIAC_MOUSE	 	13.4	366	41295	Di-N-acetylchitobiase OS=Mus musculus OX=10090 GN=Ctbs PE=1 SV=2	4	4	1.000	4	4	4.000	 
3435.0	1	sp|Q8R2E9|ERO1B_MOUSE	 	18.8	467	53517	ERO1-like protein beta OS=Mus musculus OX=10090 GN=Ero1b PE=1 SV=1	11	8	0.727	11	8	8.387	sp|Q8R180|ERO1A_MOUSE, sp|Q8R2E9|ERO1B_MOUSE
3436.0	1	sp|Q8R2K4|TAF6L_MOUSE	 	4.4	616	67235	TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L OS=Mus musculus OX=10090 GN=Taf6l PE=1 SV=1	2	2	1.000	2	2	2.000	 
3437.0	1	sp|Q8R2M2|TDIF2_MOUSE	 	5.9	758	84276	Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Mus musculus OX=10090 GN=Dnttip2 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3438.0	1	sp|Q8R2N2|UTP4_MOUSE	 	12.7	686	76908	U3 small nucleolar RNA-associated protein 4 homolog OS=Mus musculus OX=10090 GN=Utp4 PE=2 SV=3	8	8	1.000	8	8	8.000	 
3439.0	1	sp|Q8R2Q4|RRF2M_MOUSE	 	17.5	779	86108	Ribosome-releasing factor 2, mitochondrial OS=Mus musculus OX=10090 GN=Gfm2 PE=1 SV=2	13	13	1.000	13	13	13.000	 
3440.0	1	sp|Q8R2Q8|BST2_MOUSE	 	17.4	172	19152	Bone marrow stromal antigen 2 OS=Mus musculus OX=10090 GN=Bst2 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3441.0	1	sp|Q8R2R3|AAGAB_MOUSE	 	14.6	316	34510	Alpha- and gamma-adaptin-binding protein p34 OS=Mus musculus OX=10090 GN=Aagab PE=1 SV=2	3	3	1.000	3	3	3.000	 
3442.0	1	sp|Q8R2R6|MTG1_MOUSE	 	8.0	326	36679	Mitochondrial ribosome-associated GTPase 1 OS=Mus musculus OX=10090 GN=Mtg1 PE=1 SV=2	2	2	1.000	2	2	2.000	 
3443.0	1	sp|Q8R2S8|CD177_MOUSE	 	36.4	817	87090	CD177 antigen OS=Mus musculus OX=10090 GN=Cd177 PE=2 SV=1	41	41	1.000	41	41	41.000	 
3444.0	1	sp|Q8R2T8|TF3C5_MOUSE	 	5.4	520	60501	General transcription factor 3C polypeptide 5 OS=Mus musculus OX=10090 GN=Gtf3c5 PE=2 SV=2	2	2	1.000	2	2	2.000	 
3445.0	1	sp|Q8R2U0|SEH1_MOUSE	 	45.0	360	39774	Nucleoporin SEH1 OS=Mus musculus OX=10090 GN=Seh1l PE=2 SV=1	12	12	1.000	12	12	12.000	 
3446.0	1	sp|Q8R2U4|NTM1A_MOUSE	 	27.4	223	25420	N-terminal Xaa-Pro-Lys N-methyltransferase 1 OS=Mus musculus OX=10090 GN=Ntmt1 PE=1 SV=3	5	5	1.000	5	5	5.000	 
3447.0	1	sp|Q8R2U6|NUDT4_MOUSE	 	26.8	179	20156	Diphosphoinositol polyphosphate phosphohydrolase 2 OS=Mus musculus OX=10090 GN=Nudt4 PE=1 SV=1	6	6	1.000	6	6	6.000	 
3448.0	1	sp|Q8R2W9|PANK3_MOUSE	 	12.4	370	41120	Pantothenate kinase 3 OS=Mus musculus OX=10090 GN=Pank3 PE=2 SV=1	4	1	0.250	4	1	2.000	sp|Q8R2W9|PANK3_MOUSE, tr|Q3U4S0|Q3U4S0_MOUSE
3449.0	1	sp|Q8R2Y8|PTH2_MOUSE	 	47.5	181	19526	Peptidyl-tRNA hydrolase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ptrh2 PE=1 SV=1	9	9	1.000	9	9	9.000	 
3450.0	1	sp|Q8R307|VPS18_MOUSE	 	12.9	973	110217	Vacuolar protein sorting-associated protein 18 homolog OS=Mus musculus OX=10090 GN=Vps18 PE=1 SV=2	14	14	1.000	14	14	14.000	 
3451.0	1	sp|Q8R313|EXOC6_MOUSE	 	6.9	802	93076	Exocyst complex component 6 OS=Mus musculus OX=10090 GN=Exoc6 PE=1 SV=2	4	4	1.000	4	4	4.000	 
3452.0	1	sp|Q8R317|UBQL1_MOUSE	 	14.9	582	61976	Ubiquilin-1 OS=Mus musculus OX=10090 GN=Ubqln1 PE=1 SV=1	13	6	0.462	13	6	9.673	sp|Q8R317|UBQL1_MOUSE, sp|Q99NB8|UBQL4_MOUSE, sp|Q9QZM0|UBQL2_MOUSE
3453.0	1	sp|Q8R322|GLE1_MOUSE	 	5.0	699	79573	Nucleoporin GLE1 OS=Mus musculus OX=10090 GN=Gle1 PE=1 SV=2	2	2	1.000	2	2	2.000	 
3454.0	1	sp|Q8R323|RFC3_MOUSE	 	34.8	356	40526	Replication factor C subunit 3 OS=Mus musculus OX=10090 GN=Rfc3 PE=1 SV=1	12	12	1.000	12	12	12.000	 
3455.0	1	sp|Q8R326|PSPC1_MOUSE	 	18.0	523	58758	Paraspeckle component 1 OS=Mus musculus OX=10090 GN=Pspc1 PE=1 SV=1	10	9	0.900	10	9	9.176	sp|Q8R326|PSPC1_MOUSE, sp|Q99K48|NONO_MOUSE
3456.0	1	sp|Q8R332|NUP58_MOUSE	 	7.3	587	59445	Nucleoporin p58/p45 OS=Mus musculus OX=10090 GN=Nup58 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3457.0	1	sp|Q8R344|CCD12_MOUSE	 	10.2	166	18891	Coiled-coil domain-containing protein 12 OS=Mus musculus OX=10090 GN=Ccdc12 PE=1 SV=2	5	5	1.000	5	5	5.000	 
3458.0	1	sp|Q8R349|CDC16_MOUSE	 	6.8	620	71459	Cell division cycle protein 16 homolog OS=Mus musculus OX=10090 GN=Cdc16 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3459.0	1	sp|Q8R361|RFIP5_MOUSE	 	8.4	645	69552	Rab11 family-interacting protein 5 OS=Mus musculus OX=10090 GN=Rab11fip5 PE=1 SV=2	4	4	1.000	4	4	4.000	 
3460.0	1	sp|Q8R395|COMD5_MOUSE	 	13.8	224	24493	COMM domain-containing protein 5 OS=Mus musculus OX=10090 GN=Commd5 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3461.0	1	sp|Q8R3C0|MCMBP_MOUSE	 	27.7	642	72890	Mini-chromosome maintenance complex-binding protein OS=Mus musculus OX=10090 GN=Mcmbp PE=1 SV=1	26	26	1.000	26	26	26.000	 
3462.0	1	sp|Q8R3C6|RBM19_MOUSE	 	7.1	952	106082	Probable RNA-binding protein 19 OS=Mus musculus OX=10090 GN=Rbm19 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3463.0	1	sp|Q8R3D1|TBC13_MOUSE	 	23.2	400	46452	TBC1 domain family member 13 OS=Mus musculus OX=10090 GN=Tbc1d13 PE=1 SV=1	10	10	1.000	10	10	10.000	 
3464.0	1	sp|Q8R3F5|FABD_MOUSE	 	15.2	381	41928	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Mus musculus OX=10090 GN=Mcat PE=1 SV=3	4	4	1.000	4	4	4.000	 
3465.0	1	sp|Q8R3F9|STPAP_MOUSE	 	7.5	869	94602	Speckle targeted PIP5K1A-regulated poly(A) polymerase OS=Mus musculus OX=10090 GN=Tut1 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3466.0	1	sp|Q8R3G1|PP1R8_MOUSE	 	19.7	351	38527	Nuclear inhibitor of protein phosphatase 1 OS=Mus musculus OX=10090 GN=Ppp1r8 PE=1 SV=1	4	4	1.000	4	4	4.000	 
