New PAW TMT results file!																												
"Program ""PAW_protein_grouper.py"" run on Fri Feb  8 15:55:01 2019"																		Media_2.1		Exo_2.1		Exo_2.2	Media_2.2	Exo_3.1		Exo_3.2	Media_3.2	
5256	1	sp|Q9Z2Y8|PLPHP_MOUSE	 	 	 	 	25.9	274	30048	Pyridoxal phosphate homeostasis protein OS=Mus musculus OX=10090 GN=Plpbp PE=1 SV=1	9	9	1	9	9	9	9	"95,914"	150	"55,185"	813	"42,727"	"118,276"	"55,317"	"4,072"	"68,919"	"84,193"	150
5259	1	sp|Q9Z321|TOP3B_MOUSE	 	 	 	 	13.7	862	96948	DNA topoisomerase 3-beta-1 OS=Mus musculus OX=10090 GN=Top3b PE=1 SV=1	9	9	1	9	9	9	9	"48,044"	"9,649"	"35,819"	150	"30,001"	"71,412"	"37,094"	"1,291"	"49,210"	"43,640"	150
5299	1	tr|B5THE2|B5THE2_MOUSE	 	 	 	 	5.7	1827	208546	Maltase-glucoamylase OS=Mus musculus OX=10090 GN=Mgam PE=1 SV=1	9	9	1	9	9	9	9	"37,623"	150	"18,757"	150	"18,789"	"40,781"	"21,584"	"1,586"	"22,421"	"28,118"	150
5322	1	tr|E9PY16|E9PY16_MOUSE	 	 	 	 	29.9	374	43370	ArfGAP with dual PH domains 1 OS=Mus musculus OX=10090 GN=Adap1 PE=1 SV=1	9	9	1	9	9	9	9	"84,008"	150	"70,867"	533	"61,899"	"110,834"	"95,375"	"4,864"	"111,670"	"78,080"	488
5343	1	tr|E9Q411|E9Q411_MOUSE	 	 	 	 	3.7	2356	265772	Neuroblastoma-amplified sequence OS=Mus musculus OX=10090 GN=Nbas PE=1 SV=1	9	9	1	9	9	9	9	"1,183"	150	"1,101"	150	"2,111"	"3,464"	"2,391"	150	"2,016"	"2,316"	150
5346	1	tr|E9Q6E5|E9Q6E5_MOUSE	 	 	 	 	14.3	511	56697	Serine/arginine-rich-splicing factor 11 OS=Mus musculus OX=10090 GN=Srsf11 PE=1 SV=1	9	9	1	9	9	9	9	"49,639"	"1,213"	"32,338"	150	"25,992"	"67,809"	"35,390"	"1,046"	"46,343"	"44,378"	150
5369	1	tr|G3UYJ7|G3UYJ7_MOUSE	 	 	"sp|Q61133|GSTT2_MOUSE, sp|Q99L20|GSTT3_MOUSE, tr|G3UYJ7|G3UYJ7_MOUSE"	 	31.3	252	28523	Predicted gene 20441 (Fragment) OS=Mus musculus OX=10090 GN=Gm20441 PE=4 SV=1	9	3	0.333	9	3	5.618	3	"7,501"	829	"18,495"	150	"24,781"	"12,135"	"42,695"	150	"49,283"	"12,764"	"1,211"
5389	1	tr|Q3TAQ9|Q3TAQ9_MOUSE	 	 	 	 	9.5	899	99719	WD repeat domain 36 OS=Mus musculus OX=10090 GN=Wdr36 PE=1 SV=1	9	9	1	9	9	9	9	"65,606"	404	"35,683"	150	"29,004"	"81,468"	"33,750"	"1,330"	"38,928"	"49,158"	150
5409	1	tr|Q6DFW5|Q6DFW5_MOUSE	 	 	 	 	9.8	1175	133535	Phospholipid-transporting ATPase OS=Mus musculus OX=10090 GN=Atp11b PE=1 SV=1	9	9	1	9	9	9	9	"41,611"	150	"28,292"	150	"27,164"	"54,689"	"35,446"	"1,642"	"37,837"	"39,793"	150
81	1	sp|A2AIV2|VIR_MOUSE	 	 	 	 	6.6	1811	201437	Protein virilizer homolog OS=Mus musculus OX=10090 GN=Virma PE=1 SV=1	8	8	1	8	8	8	8	"16,756"	885	"11,549"	150	"9,166"	"23,318"	"12,017"	150	"14,311"	"16,635"	150
84	1	sp|A2AJ88|PLPL7_MOUSE	 	 	 	 	8.5	1352	150493	Patatin-like phospholipase domain-containing protein 7 OS=Mus musculus OX=10090 GN=Pnpla7 PE=1 SV=1	8	8	1	8	8	8	8	"14,962"	"1,634"	"15,099"	150	"12,233"	"21,142"	"22,578"	150	"25,510"	"13,628"	150
148	1	sp|C0HKD8|MFA1A_MOUSE (+1)	sp|C0HKD8|MFA1A_MOUSE&sp|C0HKD9|MFA1B_MOUSE	 	"sp|C0HKD8|MFA1A_MOUSE, sp|Q9WTK5|NFKB2_MOUSE"	 	16.2	439	51954	Microfibrillar-associated protein 1A OS=Mus musculus OX=10090 GN=Mfap1a PE=1 SV=1	8	6	0.75	8	6	6.4	6	"41,602"	150	"18,064"	431	"15,047"	"41,751"	"17,795"	"2,106"	"26,720"	"28,964"	150
213	1	sp|O08691|ARGI2_MOUSE	 	 	 	 	17.8	354	38878	"Arginase-2, mitochondrial OS=Mus musculus OX=10090 GN=Arg2 PE=1 SV=1"	8	8	1	8	8	8	8	"37,385"	150	"82,904"	508	"63,738"	"58,021"	"89,595"	"1,073"	"111,040"	"45,357"	568
233	1	sp|O08856|ELL_MOUSE	 	 	 	 	16.8	602	67146	RNA polymerase II elongation factor ELL OS=Mus musculus OX=10090 GN=Ell PE=2 SV=2	8	8	1	8	8	8	8	"34,441"	150	"27,201"	150	"17,640"	"35,537"	"25,780"	"2,300"	"27,907"	"39,532"	610
338	1	sp|O54781|SRPK2_MOUSE	 	 	"sp|O54781|SRPK2_MOUSE, sp|O70551|SRPK1_MOUSE"	 	11.7	681	76756	SRSF protein kinase 2 OS=Mus musculus OX=10090 GN=Srpk2 PE=1 SV=2	8	6	0.75	8	6	6.706	6	"34,804"	"2,359"	"25,777"	598	"19,410"	"42,285"	"20,568"	"3,560"	"24,296"	"32,840"	150
340	1	sp|O54786|DFFA_MOUSE	 	 	 	 	19.9	331	36572	DNA fragmentation factor subunit alpha OS=Mus musculus OX=10090 GN=Dffa PE=1 SV=2	8	8	1	8	8	8	8	"17,374"	413	"13,023"	150	"8,237"	"32,049"	"14,142"	527	"20,744"	"19,951"	150
344	1	sp|O54864|SUV91_MOUSE	 	 	 	 	20.1	412	47754	Histone-lysine N-methyltransferase SUV39H1 OS=Mus musculus OX=10090 GN=Suv39h1 PE=1 SV=1	8	8	1	8	8	8	8	"50,784"	"3,909"	"26,115"	"1,061"	"22,354"	"64,579"	"20,683"	"1,927"	"27,184"	"30,028"	150
351	1	sp|O54950|AAKG1_MOUSE	 	 	 	 	17.6	330	37520	5'-AMP-activated protein kinase subunit gamma-1 OS=Mus musculus OX=10090 GN=Prkag1 PE=1 SV=2	8	8	1	8	8	8	8	"80,593"	150	"61,267"	600	"49,305"	"90,946"	"67,515"	"5,111"	"78,854"	"70,744"	"1,217"
395	1	sp|O70293|GRK6_MOUSE	 	 	 	 	19.4	576	65978	G protein-coupled receptor kinase 6 OS=Mus musculus OX=10090 GN=Grk6 PE=1 SV=1	8	8	1	8	8	8	8	"41,394"	719	"28,253"	150	"28,450"	"50,279"	"26,825"	"4,011"	"33,969"	"38,271"	"1,124"
399	1	sp|O70311|NMT2_MOUSE	 	 	"sp|O70310|NMT1_MOUSE, sp|O70311|NMT2_MOUSE"	 	17.6	529	60484	Glycylpeptide N-tetradecanoyltransferase 2 OS=Mus musculus OX=10090 GN=Nmt2 PE=1 SV=1	8	5	0.625	8	5	5.682	5	"12,496"	150	"8,894"	150	"7,728"	"18,163"	"9,879"	525	"10,842"	"12,690"	150
451	1	sp|O88587|COMT_MOUSE	 	 	 	 	22.3	265	29486	Catechol O-methyltransferase OS=Mus musculus OX=10090 GN=Comt PE=1 SV=2	8	8	1	8	8	8	8	"68,445"	"12,521"	"48,527"	"1,455"	"35,966"	"93,004"	"42,058"	"6,328"	"58,070"	"76,475"	797
452	1	sp|O88593|PGRP1_MOUSE	 	 	 	 	32.4	182	20489	Peptidoglycan recognition protein 1 OS=Mus musculus OX=10090 GN=Pglyrp1 PE=1 SV=1	8	8	1	8	8	8	8	"41,601"	"4,236"	"2,157"	150	"3,453"	"46,252"	"1,897"	150	"1,791"	"22,939"	150
515	1	sp|P01837|IGKC_MOUSE	 	 	 	 	38.3	107	11934	Immunoglobulin kappa constant OS=Mus musculus OX=10090 GN=Igkc PE=1 SV=2	8	8	1	8	8	8	8	"25,703"	150	"41,296"	150	"37,048"	"26,040"	"35,595"	150	"33,327"	"11,919"	150
527	1	sp|P02798|MT2_MOUSE	 	 	 	 	54.1	61	6115	Metallothionein-2 OS=Mus musculus OX=10090 GN=Mt2 PE=1 SV=2	8	8	1	8	8	8	8	"2,906"	150	"5,048"	150	"4,943"	"5,303"	"19,893"	150	"21,694"	"4,151"	150
544	1	sp|P04940|KV6A6_MOUSE (+4)	sp|P04940|KV6A6_MOUSE&sp|P04941|KV6A7_MOUSE&sp|P04943|KV6A9_MOUSE&sp|P04944|KV6AA_MOUSE&tr|A0A0B4J1I8|A0A0B4J1I8_MOUSE	 	 	 	25.2	107	11561	Ig kappa chain V-VI region NQ2-17.4.1 OS=Mus musculus OX=10090 PE=2 SV=1	8	8	1	8	8	8	8	"41,659"	415	"78,710"	150	"72,547"	"52,450"	"62,255"	"1,675"	"65,274"	"15,445"	968
547	1	sp|P05132|KAPCA_MOUSE	 	 	"sp|P05132|KAPCA_MOUSE, sp|P68181|KAPCB_MOUSE"	 	17.7	351	40570	cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus OX=10090 GN=Prkaca PE=1 SV=3	8	5	0.625	8	5	6.5	5	"10,535"	150	"7,262"	150	"6,489"	"13,142"	"9,406"	627	"11,356"	"9,723"	150
712	1	sp|P16254|SRP14_MOUSE	 	 	 	 	38.2	110	12510	Signal recognition particle 14 kDa protein OS=Mus musculus OX=10090 GN=Srp14 PE=1 SV=1	8	8	1	8	8	8	8	"124,455"	150	"81,606"	"2,240"	"63,168"	"165,220"	"83,263"	"9,116"	"93,778"	"111,128"	688
713	1	sp|P16330|CN37_MOUSE	 	 	 	 	12.1	420	47123	"2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Mus musculus OX=10090 GN=Cnp PE=1 SV=3"	8	8	1	8	8	8	8	"32,094"	716	"21,387"	150	"22,110"	"35,642"	"22,815"	670	"25,800"	"29,746"	150
755	1	sp|P19426|NELFE_MOUSE	 	 	 	 	20.5	375	42554	Negative elongation factor E OS=Mus musculus OX=10090 GN=Nelfe PE=1 SV=2	8	8	1	8	8	8	8	"10,391"	150	"11,225"	150	"7,472"	"13,849"	"9,494"	150	"13,583"	"13,061"	150
785	1	sp|P22315|HEMH_MOUSE	 	 	 	 	21.4	420	47130	"Ferrochelatase, mitochondrial OS=Mus musculus OX=10090 GN=Fech PE=1 SV=2"	8	8	1	8	8	8	8	"47,959"	"1,703"	"49,273"	150	"43,345"	"59,830"	"40,362"	"2,184"	"51,989"	"41,993"	150
855	1	sp|P27808|MGAT1_MOUSE	 	 	 	 	15.7	447	51690	"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Mus musculus OX=10090 GN=Mgat1 PE=1 SV=1"	8	8	1	8	8	8	8	"20,421"	"5,891"	"17,515"	150	"11,969"	"27,361"	"23,576"	150	"23,599"	"21,495"	150
962	1	sp|P36423|THAS_MOUSE	 	 	 	 	16.1	533	60390	Thromboxane-A synthase OS=Mus musculus OX=10090 GN=Tbxas1 PE=1 SV=2	8	8	1	8	8	8	8	"25,330"	150	"8,001"	150	"5,670"	"35,229"	"9,474"	514	"12,818"	"25,653"	150
963	1	sp|P36536|SAR1A_MOUSE	 	 	"sp|P36536|SAR1A_MOUSE, sp|Q9CQC9|SAR1B_MOUSE"	 	22.7	198	22371	GTP-binding protein SAR1a OS=Mus musculus OX=10090 GN=Sar1a PE=1 SV=1	8	4	0.5	8	4	5.143	4	"22,516"	"6,726"	"28,707"	404	"28,670"	"41,636"	"31,812"	"2,111"	"35,284"	"32,099"	150
1011	1	sp|P43346|DCK_MOUSE	 	 	 	 	19.2	260	30367	Deoxycytidine kinase OS=Mus musculus OX=10090 GN=Dck PE=1 SV=1	8	8	1	8	8	8	8	"125,553"	"1,276"	"53,530"	"1,314"	"42,448"	"136,843"	"42,268"	"9,273"	"48,375"	"79,639"	748
1022	1	sp|P46414|CDN1B_MOUSE	 	 	 	 	42.1	197	22193	Cyclin-dependent kinase inhibitor 1B OS=Mus musculus OX=10090 GN=Cdkn1b PE=1 SV=2	8	8	1	8	8	8	8	"19,029"	550	"19,012"	150	"20,999"	"20,856"	"39,088"	150	"43,828"	"18,437"	702
1050	1	sp|P47934|CACP_MOUSE	 	 	 	 	13.4	626	70839	Carnitine O-acetyltransferase OS=Mus musculus OX=10090 GN=Crat PE=1 SV=3	8	8	1	8	8	8	8	"58,888"	"2,544"	"48,840"	150	"40,985"	"85,318"	"48,981"	"4,030"	"50,371"	"55,433"	547
1057	1	sp|P48024|EIF1_MOUSE (+1)	sp|P48024|EIF1_MOUSE&sp|Q9CXU9|EIF1B_MOUSE	 	 	 	48.7	113	12746	Eukaryotic translation initiation factor 1 OS=Mus musculus OX=10090 GN=Eif1 PE=1 SV=2	8	8	1	8	8	8	8	"106,858"	"1,186"	"52,741"	519	"38,298"	"120,781"	"43,606"	"7,239"	"45,218"	"84,329"	150
1118	1	sp|P51807|DYLT1_MOUSE	 	 	 	 	44.2	113	12483	Dynein light chain Tctex-type 1 OS=Mus musculus OX=10090 GN=Dynlt1 PE=1 SV=1	8	8	1	8	8	8	8	"39,085"	150	"27,309"	459	"21,014"	"51,075"	"29,428"	"3,155"	"42,891"	"39,199"	150
1133	1	sp|P52432|RPAC1_MOUSE	 	 	 	 	22.3	346	39106	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Mus musculus OX=10090 GN=Polr1c PE=1 SV=3	8	8	1	8	8	8	8	"66,402"	"4,538"	"40,218"	150	"26,557"	"90,727"	"26,545"	"2,519"	"32,309"	"42,648"	150
1134	1	sp|P52479|UBP10_MOUSE	 	 	 	 	14.9	792	87021	Ubiquitin carboxyl-terminal hydrolase 10 OS=Mus musculus OX=10090 GN=Usp10 PE=1 SV=3	8	8	1	8	8	8	8	"21,682"	683	"10,495"	150	"9,737"	"29,945"	"22,222"	150	"16,802"	"15,182"	150
1216	1	sp|P58137|ACOT8_MOUSE	 	 	 	 	24.4	320	35827	Acyl-coenzyme A thioesterase 8 OS=Mus musculus OX=10090 GN=Acot8 PE=1 SV=1	8	8	1	8	8	8	8	"43,910"	689	"33,095"	150	"30,385"	"49,455"	"35,340"	150	"44,876"	"37,507"	450
1246	1	sp|P59999|ARPC4_MOUSE	 	 	 	 	51.2	168	19667	Actin-related protein 2/3 complex subunit 4 OS=Mus musculus OX=10090 GN=Arpc4 PE=1 SV=3	8	8	1	8	8	8	8	"203,190"	"17,139"	"153,144"	"1,623"	"132,949"	"221,031"	"200,147"	"8,211"	"198,945"	"170,973"	544
1277	1	sp|P61226|RAP2B_MOUSE	 	 	"sp|P61226|RAP2B_MOUSE, sp|Q8BU31|RAP2C_MOUSE"	 	48.1	183	20504	Ras-related protein Rap-2b OS=Mus musculus OX=10090 GN=Rap2b PE=1 SV=1	8	4	0.5	8	4	5.143	4	"11,130"	150	"10,437"	150	"6,192"	"16,781"	"11,508"	527	"11,643"	"15,337"	150
1280	1	sp|P61327|MGN_MOUSE (+1)	sp|P61327|MGN_MOUSE&sp|Q9CQL1|MGN2_MOUSE	 	 	 	50.7	146	17163	Protein mago nashi homolog OS=Mus musculus OX=10090 GN=Magoh PE=2 SV=1	8	8	1	8	8	8	8	"225,313"	"1,987"	"151,899"	"2,389"	"127,247"	"288,424"	"145,622"	"14,605"	"168,318"	"174,178"	"5,397"
1289	1	sp|P61924|COPZ1_MOUSE	 	 	 	 	27.1	177	20198	Coatomer subunit zeta-1 OS=Mus musculus OX=10090 GN=Copz1 PE=1 SV=1	8	8	1	8	8	8	8	"69,175"	"4,250"	"58,735"	717	"53,681"	"100,254"	"72,092"	"3,148"	"91,286"	"68,127"	"1,032"
1321	1	sp|P62309|RUXG_MOUSE	 	 	 	 	17.1	76	8496	Small nuclear ribonucleoprotein G OS=Mus musculus OX=10090 GN=Snrpg PE=1 SV=1	8	8	1	8	8	8	8	"128,518"	"46,064"	"73,030"	"4,726"	"67,037"	"159,811"	"82,049"	"8,915"	"91,673"	"111,546"	150
1338	1	sp|P62743|AP2S1_MOUSE	 	 	 	 	33.8	142	17018	AP-2 complex subunit sigma OS=Mus musculus OX=10090 GN=Ap2s1 PE=1 SV=1	8	8	1	8	8	8	8	"54,464"	"16,742"	"48,164"	150	"43,973"	"70,761"	"57,367"	"2,104"	"60,334"	"54,435"	511
1394	1	sp|P63280|UBC9_MOUSE	 	 	 	 	22.8	158	18007	SUMO-conjugating enzyme UBC9 OS=Mus musculus OX=10090 GN=Ube2i PE=1 SV=1	8	8	1	8	8	8	8	"350,210"	"3,584"	"207,630"	"6,172"	"159,560"	"439,687"	"217,983"	"22,212"	"246,054"	"274,302"	"3,298"
1406	1	sp|P68181|KAPCB_MOUSE	 	 	"sp|P05132|KAPCA_MOUSE, sp|P68181|KAPCB_MOUSE"	 	27.1	351	40707	cAMP-dependent protein kinase catalytic subunit beta OS=Mus musculus OX=10090 GN=Prkacb PE=1 SV=2	8	5	0.625	8	5	6.5	5	"10,885"	150	"4,333"	150	"4,362"	"13,105"	"7,766"	150	"7,942"	"8,585"	150
1459	1	sp|P70452|STX4_MOUSE	 	 	 	 	28.9	298	34165	Syntaxin-4 OS=Mus musculus OX=10090 GN=Stx4 PE=1 SV=1	8	8	1	8	8	8	8	"39,298"	633	"33,996"	150	"30,713"	"50,113"	"46,575"	"1,793"	"52,621"	"39,865"	150
1523	1	sp|P97412|LYST_MOUSE	 	 	 	 	3	3788	425282	Lysosomal-trafficking regulator OS=Mus musculus OX=10090 GN=Lyst PE=1 SV=1	8	8	1	8	8	8	8	"5,655"	150	"4,251"	150	"2,860"	"8,117"	"8,685"	150	"8,207"	"6,410"	150
1533	1	sp|P97470|PP4C_MOUSE	 	 	"sp|P62715|PP2AB_MOUSE, sp|P63330|PP2AA_MOUSE, sp|P97470|PP4C_MOUSE"	 	24.8	307	35080	Serine/threonine-protein phosphatase 4 catalytic subunit OS=Mus musculus OX=10090 GN=Ppp4c PE=1 SV=2	8	7	0.875	8	7	7.467	7	"41,465"	"3,150"	"25,582"	150	"18,048"	"47,497"	"26,182"	"1,792"	"27,232"	"31,746"	150
1545	1	sp|P97760|RPB3_MOUSE	 	 	 	 	20.7	275	31443	DNA-directed RNA polymerase II subunit RPB3 OS=Mus musculus OX=10090 GN=Polr2c PE=1 SV=2	8	8	1	8	8	8	8	"48,480"	518	"46,200"	150	"48,201"	"65,586"	"57,762"	"1,086"	"63,023"	"45,305"	"4,089"
1561	1	sp|P97868|RBBP6_MOUSE	 	 	 	 	7	1790	199585	E3 ubiquitin-protein ligase RBBP6 OS=Mus musculus OX=10090 GN=Rbbp6 PE=1 SV=5	8	8	1	8	8	8	8	"31,079"	"1,059"	"24,143"	725	"15,158"	"41,661"	"22,709"	"2,131"	"28,782"	"33,099"	150
1567	1	sp|P98195|ATP9B_MOUSE	 	 	 	 	8.1	1146	129016	Probable phospholipid-transporting ATPase IIB OS=Mus musculus OX=10090 GN=Atp9b PE=1 SV=4	8	8	1	8	8	8	8	"8,908"	512	"6,929"	150	"7,508"	"11,189"	"11,014"	454	"16,045"	"10,911"	150
1579	1	sp|Q00899|TYY1_MOUSE	 	 	"sp|P22227|ZFP42_MOUSE, sp|Q00899|TYY1_MOUSE"	 	12.3	414	44716	Transcriptional repressor protein YY1 OS=Mus musculus OX=10090 GN=Yy1 PE=1 SV=1	8	7	0.875	8	7	7.875	7	"40,336"	436	"29,197"	678	"21,493"	"45,988"	"27,865"	"1,201"	"30,181"	"32,401"	150
1603	1	sp|Q03267|IKZF1_MOUSE	 	 	 	 	13.5	517	57336	DNA-binding protein Ikaros OS=Mus musculus OX=10090 GN=Ikzf1 PE=1 SV=2	8	8	1	8	8	8	8	"48,891"	150	"29,402"	150	"28,449"	"59,490"	"25,129"	"3,387"	"27,438"	"38,454"	490
1619	1	sp|Q05769|PGH2_MOUSE	 	 	"sp|P22437|PGH1_MOUSE, sp|Q05769|PGH2_MOUSE"	 	15.1	604	69012	Prostaglandin G/H synthase 2 OS=Mus musculus OX=10090 GN=Ptgs2 PE=1 SV=1	8	7	0.875	8	7	7.25	7	"17,442"	150	"69,902"	150	"44,174"	"19,632"	"36,712"	928	"36,723"	"12,303"	150
1646	1	sp|Q08857|CD36_MOUSE	 	 	 	 	13.8	472	52697	Platelet glycoprotein 4 OS=Mus musculus OX=10090 GN=Cd36 PE=1 SV=2	8	8	1	8	8	8	8	"101,830"	"6,236"	"73,721"	"1,287"	"59,676"	"108,970"	"90,903"	"8,470"	"113,589"	"93,408"	"1,123"
1654	1	sp|Q0GNC1|INF2_MOUSE	 	 	 	 	7.9	1273	138559	Inverted formin-2 OS=Mus musculus OX=10090 GN=Inf2 PE=1 SV=1	8	8	1	8	8	8	8	"14,469"	"1,036"	"9,255"	150	"6,403"	"18,382"	"12,407"	150	"13,024"	"16,648"	150
1675	1	sp|Q2TBE6|P4K2A_MOUSE	 	 	 	 	19	479	54257	Phosphatidylinositol 4-kinase type 2-alpha OS=Mus musculus OX=10090 GN=Pi4k2a PE=1 SV=1	8	8	1	8	8	8	8	"15,057"	"13,426"	"13,497"	589	"9,246"	"15,328"	"14,498"	150	"13,461"	"12,557"	150
1682	1	sp|Q32NY4|CNNM3_MOUSE	 	 	 	 	14.6	713	76278	Metal transporter CNNM3 OS=Mus musculus OX=10090 GN=Cnnm3 PE=1 SV=2	8	8	1	8	8	8	8	"4,314"	150	"3,200"	150	"1,235"	"6,410"	"3,664"	150	"3,781"	"3,304"	150
1702	1	sp|Q3TGF2|F107B_MOUSE	 	 	 	 	24.4	131	15572	Protein FAM107B OS=Mus musculus OX=10090 GN=Fam107b PE=1 SV=2	8	8	1	8	8	8	8	"261,248"	150	"133,922"	"4,780"	"104,728"	"334,093"	"116,176"	"16,339"	"125,151"	"176,193"	"2,432"
1703	1	sp|Q3TGW2|EEPD1_MOUSE	 	 	 	 	14.1	569	62953	Endonuclease/exonuclease/phosphatase family domain-containing protein 1 OS=Mus musculus OX=10090 GN=Eepd1 PE=1 SV=1	8	8	1	8	8	8	8	"8,824"	150	"2,906"	150	"2,273"	"11,435"	"6,078"	150	"8,040"	"11,023"	150
1718	1	sp|Q3TKY6|CWC27_MOUSE	 	 	 	 	16.2	469	53542	Spliceosome-associated protein CWC27 homolog OS=Mus musculus OX=10090 GN=Cwc27 PE=1 SV=1	8	8	1	8	8	8	8	"46,346"	453	"27,971"	150	"21,102"	"45,505"	"25,344"	"2,315"	"26,029"	"37,647"	150
1757	1	sp|Q3U0V2|TRADD_MOUSE	 	 	 	 	22.6	310	34577	Tumor necrosis factor receptor type 1-associated DEATH domain protein OS=Mus musculus OX=10090 GN=Tradd PE=1 SV=1	8	8	1	8	8	8	8	"27,314"	436	"17,986"	150	"16,859"	"30,205"	"24,511"	150	"25,679"	"29,056"	150
1766	1	sp|Q3U2C5|RN149_MOUSE	 	 	 	 	25.9	394	42552	E3 ubiquitin-protein ligase RNF149 OS=Mus musculus OX=10090 GN=Rnf149 PE=1 SV=3	8	8	1	8	8	8	8	"36,075"	"2,572"	"46,310"	150	"46,292"	"45,914"	"66,871"	785	"71,282"	"26,496"	"1,114"
1773	1	sp|Q3U487|HECD3_MOUSE	 	 	 	 	11.4	861	97346	E3 ubiquitin-protein ligase HECTD3 OS=Mus musculus OX=10090 GN=Hectd3 PE=1 SV=2	8	8	1	8	8	8	8	"40,932"	"1,839"	"29,116"	460	"24,368"	"65,041"	"33,539"	"2,125"	"38,082"	"45,587"	150
1795	1	sp|Q3UFY8|TM10C_MOUSE	 	 	 	 	21	414	48385	tRNA methyltransferase 10 homolog C OS=Mus musculus OX=10090 GN=Trmt10c PE=1 SV=2	8	8	1	8	8	8	8	"20,939"	150	"13,118"	150	"10,462"	"29,939"	"11,728"	969	"13,296"	"20,089"	517
1802	1	sp|Q3UH93|PLXD1_MOUSE	 	 	"sp|B2RXS4|PLXB2_MOUSE, sp|Q3UH93|PLXD1_MOUSE, sp|Q9QZC2|PLXC1_MOUSE"	 	4.4	1925	211606	Plexin-D1 OS=Mus musculus OX=10090 GN=Plxnd1 PE=1 SV=1	8	6	0.75	8	6	6.706	6	"26,609"	"4,926"	"20,352"	150	"19,611"	"26,213"	"31,283"	"1,488"	"36,553"	"29,871"	150
1836	1	sp|Q3UMT1|PP12C_MOUSE	 	 	 	 	11.5	782	84684	Protein phosphatase 1 regulatory subunit 12C OS=Mus musculus OX=10090 GN=Ppp1r12c PE=1 SV=1	8	8	1	8	8	8	8	"3,155"	440	"7,559"	150	"5,024"	"5,918"	"8,307"	612	"20,147"	"7,316"	150
1889	1	sp|Q4KMM3|OXR1_MOUSE	 	 	 	 	10.9	866	95911	Oxidation resistance protein 1 OS=Mus musculus OX=10090 GN=Oxr1 PE=1 SV=3	8	8	1	8	8	8	8	"5,249"	150	"13,108"	150	"9,826"	"7,161"	"7,426"	150	"9,708"	"4,017"	150
1897	1	sp|Q4VBD2|TAPT1_MOUSE	 	 	 	 	18.1	564	63893	Transmembrane anterior posterior transformation protein 1 OS=Mus musculus OX=10090 GN=Tapt1 PE=1 SV=2	8	8	1	8	8	8	8	"17,919"	581	"20,785"	150	"16,620"	"27,029"	"21,347"	579	"23,702"	"16,100"	433
1927	1	sp|Q5F2E7|NUFP2_MOUSE	 	 	 	 	11.7	692	75656	Nuclear fragile X mental retardation-interacting protein 2 OS=Mus musculus OX=10090 GN=Nufip2 PE=1 SV=1	8	8	1	8	8	8	8	"65,675"	"1,151"	"36,954"	150	"28,769"	"70,049"	"34,978"	"1,982"	"34,785"	"47,913"	"1,014"
1943	1	sp|Q5PSV9|MDC1_MOUSE	 	 	 	 	6.7	1707	184668	Mediator of DNA damage checkpoint protein 1 OS=Mus musculus OX=10090 GN=Mdc1 PE=1 SV=1	8	8	1	8	8	8	8	"44,184"	979	"22,361"	150	"20,527"	"52,647"	"20,884"	"1,760"	"23,090"	"31,221"	415
1966	1	sp|Q5SVL6|RPGP2_MOUSE	 	 	 	 	14.2	712	78253	Rap1 GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Rap1gap2 PE=1 SV=1	8	8	1	8	8	8	8	"84,397"	630	"55,874"	150	"56,284"	"88,964"	"67,402"	"3,185"	"71,310"	"60,390"	427
1998	1	sp|Q60648|SAP3_MOUSE	 	 	 	 	30.1	193	20824	Ganglioside GM2 activator OS=Mus musculus OX=10090 GN=Gm2a PE=1 SV=2	8	8	1	8	8	8	8	"227,262"	"6,294"	"123,257"	"2,804"	"112,982"	"232,919"	"322,790"	"17,046"	"359,087"	"442,701"	473
2017	1	sp|Q60769|TNAP3_MOUSE	 	 	 	 	13.9	775	87653	Tumor necrosis factor alpha-induced protein 3 OS=Mus musculus OX=10090 GN=Tnfaip3 PE=1 SV=2	8	8	1	8	8	8	8	"21,642"	150	"43,552"	150	"37,431"	"24,431"	"32,032"	150	"37,069"	"15,391"	504
2026	1	sp|Q60848|HELLS_MOUSE	 	 	 	 	9.3	821	95125	Lymphocyte-specific helicase OS=Mus musculus OX=10090 GN=Hells PE=1 SV=2	8	8	1	8	8	8	8	"47,250"	"5,318"	"14,310"	150	"10,602"	"52,252"	"12,275"	457	"15,389"	"26,677"	150
2032	1	sp|Q60872|IF1A_MOUSE	 	 	"sp|Q60872|IF1A_MOUSE, sp|Q8BMJ3|IF1AX_MOUSE"	 	33.3	144	16502	Eukaryotic translation initiation factor 1A OS=Mus musculus OX=10090 GN=Eif1a PE=2 SV=3	8	2	0.25	8	2	5	2	"29,043"	"3,736"	"15,285"	150	"12,005"	"31,887"	"10,894"	"1,025"	"17,046"	"24,942"	150
